id,highway,name,oneway,lit,lanes,maxspeed,railway,boundary,access,natural,barrier,tunnel,bridge,incline,waterway,busway,toll
23211650,tertiary_link,,yes,,,,,,,,,,,,,,
23213395,,,,,,,,,,,,,,,,,
23213747,secondary,,yes,yes,3,,,,,,,,,,,,
23213764,secondary,,yes,yes,3,,,,,,,,,,,,
23213827,residential,,,,,,,,,,,,,,,,
23213837,residential,,yes,,,,,,,,,,,,,,
23213841,residential,,,,,,,,,,,,,,,,
23213844,tertiary,,yes,,2,,,,,,,,,,,,
23213845,residential,,,,,,,,,,,,,,,,
23213847,residential,,,,,,,,,,,,,,,,
23213850,residential,,,,,,,,,,,,,,,,
23213853,residential,,,,,,,,,,,,,,,,
23213860,pedestrian,,,,,,,,,,,,,,,,
23213862,residential,,,,,,,,,,,,,,,,
23213866,pedestrian,,,,,,,,,,,,,,,,
23213871,residential,,yes,,,,,,,,,,,,,,
23213874,residential,,yes,,,,,,,,,,,,,,
23213890,service,,,,,,,,,,,,,,,,
23213892,residential,,yes,,,,,,,,,,,,,,
23213893,service,,,,,,,,,,,,,,,,
23213905,residential,,,,,,,,,,,,,,,,
23213906,residential,,,,,,,,,,,,,,,,
23213912,tertiary,,yes,,,,,,,,,,,,,,
23213914,residential,,yes,,,,,,,,,,,,,,
23213924,residential,,yes,,,,,,,,,,,,,,
23213927,residential,,yes,,,,,,,,,,,,,,
23213932,residential,,yes,,,,,,,,,,,,,,
23213933,residential,,yes,,,,,,,,,,,,,,
23213937,residential,,yes,,,,,,,,,,,,,,
23213939,residential,,yes,,,,,,,,,,,,,,
23213942,residential,,,,,,,,,,,,,,,,
23213943,residential,,,,,,,,,,,,,,,,
23213953,pedestrian,,,,,,,,,,,,,,,,
23213954,pedestrian,,,,,,,,,,,,,,,,
23213958,tertiary,,,,,,,,,,,,,,,,
23213971,residential,,yes,,,,,,,,,,,,,,
23213973,residential,,,,,,,,,,,,,,,,
23213975,residential,,,,,,,,,,,,,,,,
23213991,residential,,yes,,,,,,,,,,,,,,
23213993,residential,,,,,,,,,,,,,,,,
23213996,residential,,yes,,,,,,,,,,,,,,
23214025,tertiary,,yes,,,,,,,,,,,,,,
23214030,residential,,yes,,,,,,,,,,,,,,
23214032,residential,,yes,,,,,,,,,,,,,,
23214034,primary,,yes,yes,2,,,,,,,,,,,,
23214038,service,,yes,,,,,,,,,,,,,,
23214041,primary_link,,yes,yes,,,,,,,,,,,,,
23214072,tertiary,,yes,,,,,,,,,,,,,,
23214076,residential,,yes,,,,,,,,,,,,,,
23214077,residential,,yes,,,,,,,,,,,,,,
23214083,residential,,-1,,,,,,,,,,,,,,
23214084,residential,,,,,,,administrative,,,,,,,,,
23214089,residential,,,,,,,,,,,,,,,,
23214091,residential,,yes,,,,,,,,,,,,,,
23214106,residential,,yes,,,,,,,,,,,,,,
23214108,residential,,,,,,,,,,,,,,,,
23214111,residential,,-1,,,,,,,,,,,,,,
23214115,residential,,,,,,,,,,,,,,,,
23214116,residential,,yes,,,,,,,,,,,,,,
23214117,pedestrian,,,,,,,,,,,,,,,,
23214120,residential,,yes,,,,,,,,,,,,,,
23214124,residential,,yes,,,,,,,,,,,,,,
23214128,residential,,yes,,,,,,,,,,,,,,
23214134,residential,,yes,,,,,,,,,,,,,,
23214136,residential,,yes,,,,,,,,,,,,,,
23214145,tertiary,,no,yes,,,,,,,,,,,,,
23214149,residential,,,,,,,,,,,,,,,,
23214153,residential,,yes,,,,,,,,,,,,,,
23214154,residential,,yes,,,,,,,,,,,,,,
23214166,residential,,yes,,,,,,,,,,,,,,
23214169,residential,,,,,,,,,,,,,,,,
23214172,residential,,-1,,,,,,,,,,,,,,
23214176,tertiary,,,,,,,,,,,,,,,,
23214194,secondary_link,,yes,,,,,,,,,,,,,,
23214201,tertiary,,no,,,,,,,,,,,,,,
23214211,residential,,yes,,,,,,,,,,,,,,
23214212,residential,,,,,,,,,,,,,,,,
23214214,residential,,yes,,,,,,,,,,,,,,
23214222,residential,,,,,,,,,,,,,,,,
23214229,residential,,,,,,,,,,,,,,,,
23214231,service,,yes,,,,,,,,,,,,,,
23214233,pedestrian,,,,,,,,,,,,,,,,
23214235,residential,,yes,,,,,,,,,,,,,,
23214237,residential,,yes,,,,,,,,,,,,,,
23214239,residential,,yes,,,,,,,,,,,,,,
23214243,residential,,yes,,,,,,,,,,,,,,
23214245,residential,,,,,,,,,,,,,,,,
23214252,residential,,yes,,,,,,,,,,,,,,
23214255,residential,,yes,,,,,,,,,,,,,,
23214260,residential,,,,,,,,,,,,,,,,
23214263,residential,,no,yes,,,,,,,,,,,,,
23214267,residential,,yes,,,,,,,,,,,,,,
23214268,residential,,,,,,,,,,,,,,,,
23214269,residential,,,,,,,,,,,,,,,,
23214271,residential,,yes,,,,,,,,,,,,,,
23214276,residential,,yes,,,,,,,,,,,,,,
23214283,pedestrian,,,,,,,,,,,,,,,,
23214287,pedestrian,,,,,,,,,,,,,,,,
23214291,residential,,yes,,,,,,,,,,,,,,
23214295,tertiary,,yes,,,,,,,,,,,,,,
23214303,residential,,yes,,,,,,,,,,,,,,
23214306,residential,,yes,,,,,,,,,,,,,,
23214329,residential,,yes,,,,,,,,,,,,,,
23214334,tertiary,,no,,,,,,,,,,,,,,
23214505,primary,,yes,yes,3,,,,,,,,,,,,
23214531,primary,,yes,yes,,,,,,,,,,,,,
23214727,residential,,yes,,,,,,,,,,,,,,
23214741,residential,,yes,,,,,,,,,,,,,,
23214742,residential,,,,,,,,,,,,,,,,
23214778,tertiary,,yes,,,,,,,,,,,,,,
23214786,residential,,yes,,,,,,,,,,,,,,
23214787,residential,,yes,,,,,,,,,,,,,,
23214789,residential,,-1,,,,,,,,,,,,,,
23214790,residential,,-1,,,,,,,,,,,,,,
23214791,residential,,yes,,,,,,,,,,,,,,
23214797,residential,,,,,,,,,,,,,,,,
23214862,residential,,yes,,,,,,,,,,,,,,
23214863,residential,,-1,,,,,,,,,,,,,,
23214866,residential,,,,,,,,,,,,,,,,
23214888,residential,,yes,,,,,,,,,,,,,,
23214916,tertiary,,-1,,,,,,,,,,,,,,
23214928,residential,,,,,,,,,,,,,,,,
23214951,residential,,yes,,,,,,,,,,,,,,
23214952,residential,,-1,,,,,,,,,,,,,,
23214954,residential,,yes,,,,,,,,,,,,,,
23214957,residential,,,,,,,,,,,,,,,,
23214959,residential,,,,,,,,,,,,,,,,
23214960,residential,,,,,,,,,,,,,,,,
23214961,residential,,yes,,,,,,,,,,,,,,
23214963,residential,,,,,,,,,,,,,,,,
23214965,residential,,,,,,,,,,,,,,,,
23214968,residential,,,,,,,,,,,,,,,,
23214969,residential,,,,,,,,,,,,,,,,
23214970,residential,,,,,,,,,,,,,,,,
23214999,residential,,yes,,,,,,,,,,,,,,
23215002,residential,,,,,,,administrative,,,,,,,,,
23215003,residential,,,,,,,,,,,,,,,,
23215005,residential,,,,,,,,,,,,,,,,
23215020,residential,,,,,,,,,,,,,,,,
23215045,residential,,yes,,,,,,,,,,,,,,
23215048,residential,,,,,,,,,,,,,,,,
23215113,residential,,,,,,,,,,,,,,,,
23215115,residential,,,,,,,,,,,,,,,,
23215123,residential,,,,,,,,,,,,,,,,
23215124,residential,,,,,,,,,,,,,,,,
23215125,residential,,,,,,,,,,,,,,,,
23215127,residential,,,,,,,,,,,,,,,,
23215128,residential,,,,,,,,,,,,,,,,
23215131,residential,,,,,,,,,,,,,,,,
23215139,residential,,,,,,,,,,,,,,,,
23215141,residential,,,,,,,,,,,,,,,,
23215143,residential,,,,,,,,,,,,,,,,
23215150,tertiary,,yes,,,,,,,,,,,,,,
23215524,residential,,yes,,,,,,,,,,,,,,
23215526,residential,,yes,,,,,,,,,,,,,,
23215528,residential,,yes,,,,,,,,,,,,,,
23215540,residential,,yes,,,,,,,,,,,,,,
23215574,residential,,yes,,,,,,,,,,,,,,
23215591,residential,,yes,,,,,,,,,,,,,,
23215594,residential,,yes,,,,,,,,,,,,,,
23215600,residential,,yes,,,,,,,,,,,,,,
23215601,residential,,no,,,,,,,,,,,,,,
23215611,residential,,yes,,,,,,,,,,,,,,
23215612,tertiary,,yes,,,,,,,,,,,,,,
23215615,tertiary,,,,,,,,,,,,,,,,
23215616,tertiary,,yes,,,,,postal_code,,,,,,,,,
23215625,residential,,,,,,,,,,,,,,,,
23215628,residential,,,,,,,,,,,,,,,,
23215631,residential,,yes,,,,,,,,,,,,,,
23215639,living_street,,no,,,,,,,,,,,,,,
23215646,residential,,,,,,,,,,,,,,,,
23215658,residential,,yes,,,,,,,,,,,,,,
23215659,residential,,yes,,,,,,,,,,,,,,
23215661,residential,,yes,,,,,,,,,,,,,,
23215678,residential,,yes,,,,,,,,,,,,,,
23215683,residential,,,,,,,,,,,,,,,,
23215828,residential,,yes,,,,,,,,,,,,,,
23215890,residential,,,,,,,,,,,,,,,,
23215891,residential,,,,,,,,,,,,,,,,
23215895,residential,,no,,,,,,,,,,,,,,
23215896,residential,,yes,,,30,,,,,,,,,,,
23215899,residential,,yes,,,,,,,,,,,,,,
23215907,residential,,yes,,,,,,,,,,,,,,
23215932,tertiary,,yes,,,,,,,,,,,,,,
23216340,residential,,,,,,,,,,,,,,,,
23216341,pedestrian,,,,,,,,,,,,,,,,
23216361,residential,,,,,,,,,,,,,,,,
23216367,residential,,,,,,,,,,,,,,,,
23216375,residential,,,,,,,,,,,,,,,,
23216402,residential,,,,,,,,,,,,,,,,
23216409,residential,,,,,,,,,,,,,,,,
23216412,residential,,,,,,,,,,,,,,,,
23216414,residential,,,,,,,,,,,,,,,,
23216419,residential,,,,,,,,,,,,,,,,
23216422,pedestrian,,,,,,,,,,,,,,,,
23216424,residential,,yes,,,,,,,,,,,,,,
23216426,residential,,,,,,,,,,,,,,,,
23216438,service,,,,,,,,,,,,,,,,
23216446,service,,yes,,,,,,,,,,,,,,
23216452,service,,,,,,,,,,,,,,,,
23216456,residential,,yes,,,,,,,,,,,,,,
23216480,residential,,,,,,,,,,,,,,,,
23216488,residential,,,,,,,,,,,,,,,,
23216524,residential,,,,,,,,,,,,,,,,
23216541,service,,,,,,,,,,,,,,,,
23216554,residential,,yes,,,,,,,,,,,,,,
23216555,residential,,yes,,,,,,,,,,,,,,
23216560,pedestrian,,,,,,,,,,,,,,,,
23216562,residential,,yes,,,,,,,,,,,,,,
23216563,pedestrian,,,,,,,,,,,,,,,,
23216565,tertiary,,yes,,,,,,,,,,,,,,
23216576,pedestrian,,,,,,,,,,,,,,,,
23216593,residential,,yes,,,,,,,,,,,,,,
23216605,residential,,,,,,,,,,,,,,,,
23216612,residential,,,,,,,,,,,,,,,,
23216619,secondary_link,,yes,,,,,,,,,,,,,,
23216627,tertiary,,yes,yes,,30,,,,,,,,,,,
23216634,residential,,,,,,,,,,,,,,,,
23216654,tertiary,,yes,,,,,,,,,,,,,,
23216657,pedestrian,,,,,,,,,,,,,,,,
23216660,residential,,no,,,,,,,,,,,,,,
23216663,residential,,,,,,,,,,,,,,,,
23216665,residential,,,,,,,,,,,,,,,,
23216679,residential,,yes,yes,1,,,,,,,,,,,,
23216682,pedestrian,,,,,,,,,,,,,,,,
23216683,residential,,,,,,,,,,,,,,,,
23216690,service,,,,,,,,,,,,,,,,
23216692,service,,,,,,,,,,,,,,,,
23216711,residential,,,,,,,,,,,,,,,,
23216717,residential,,-1,,,,,,,,,,,,,,
23216723,pedestrian,,,,,,,,,,,,,,,,
23216783,pedestrian,,,,,,,,,,,,,,,,
23216789,tertiary,,yes,,,,,,,,,,,,,,
23216811,residential,,yes,,,,,,,,,,,,,,
23216816,service,,,,,,,,,,,,,,,,
23216823,residential,,yes,,,,,,,,,,,,,,
23216841,residential,,yes,,,,,,,,,,,,,,
23216891,tertiary,,no,,,30,,administrative,yes,,,,,,,,
23216892,residential,,,,,,,,,,,,,,,,
23216895,residential,,,,,,,,,,,,,,,,
23216918,residential,,yes,,,,,,,,,,,,,,
23216921,secondary_link,,yes,,,,,,,,,,,,,,
23216925,residential,,,,,,,,,,,,,,,,
23216930,pedestrian,,,,,,,,,,,,,,,,
23216932,residential,,,,,,,,,,,,,,,,
23216933,residential,,,,,,,,,,,,,,,,
23216935,residential,,,,,,,,,,,,,,,,
23216936,residential,,,,,,,,,,,,,,,,
23216964,residential,,,,,,,,,,,,,,,,
23216965,residential,,,,,,,,,,,,,,,,
23216975,residential,,,,,,,,,,,,,,,,
23216976,residential,,,,,,,,,,,,,,,,
23216977,residential,,,,,,,,,,,,,,,,
23216985,residential,,,,,,,,,,,,,,,,
23216993,residential,,,,,,,,,,,,,,,,
23216994,residential,,,,,,,,,,,,,,,,
23216997,residential,,,,,,,,,,,,,,,,
23217005,tertiary,,no,,,,,,,,,,,,,,
23217008,residential,,-1,,,30,,,yes,,,,,,,,
23217010,residential,,yes,,,30,,,yes,,,,,,,,
23217014,residential,,yes,,,30,,,yes,,,,,,,,
23217016,residential,,no,,,30,,,yes,,,,,,,,
23217236,residential,,,,,,,,,,,,,,,,
23217243,residential,,,,,,,,,,,,,,,,
23217246,residential,,,,,,,,,,,,,,,,
23217257,residential,,,,,,,,,,,,,,,,
23217266,residential,,,,,,,,,,,,,,,,
23217267,secondary,,yes,yes,,,,,,,,,,,,,
23217285,residential,,yes,,,,,,,,,,,,,,
23217286,residential,,-1,,,,,,,,,,,,,,
23217287,service,,,,,,,,,,,,,,,,
23217290,residential,,yes,,,,,,,,,,,,,,
23217291,residential,,-1,,,,,,,,,,,,,,
23217293,residential,,-1,,,,,,,,,,,,,,
23217304,residential,,yes,,,,,,,,,,,,,,
23217318,tertiary,,yes,,,,,,,,,,,,,,
23217323,residential,,yes,,,,,,,,,,,,,,
23217328,pedestrian,,,,,,,,,,,,,,,,
23217330,pedestrian,,,,,,,,,,,,,,,,
23217333,pedestrian,,,,,,,,,,,,,,,,
23217334,pedestrian,,,,,,,,,,,,,,,,
23217337,residential,,yes,,,,,,,,,,,,,,
23217355,residential,,-1,,,,,,,,,,,,,,
23217358,residential,,-1,,,,,,,,,,,,,,
23217362,residential,,-1,,,,,,,,,,,,,,
23217367,residential,,yes,,,,,,,,,,,,,,
23217376,residential,,,,,,,,,,,,,,,,
23217503,residential,,,,,,,,,,,,,,,,
23217505,residential,,,,,,,,,,,,,,,,
23217518,residential,,yes,,,30,,,yes,,,,,,,,
23217534,residential,,,,,,,,,,,,,,,,
23217538,residential,,,,,,,,,,,,,,,,
23217544,residential,,,,,,,,,,,,,,,,
23217548,residential,,,,,,,,,,,,,,,,
23217556,residential,,,,,,,,,,,,,,,,
23217561,residential,,no,,,,,,,,,,,,,,
23217568,residential,,,,,,,,,,,,,,,,
23217599,residential,,yes,,,,,,,,,,,,,,
23217600,pedestrian,,,,,,,,,,,,,,,,
23217602,residential,,yes,,,,,,,,,,,,,,
23217604,service,,,,,,,,,,,,,,,,
23217605,service,,,,,,,,,,,,,,,,
23217624,residential,,yes,,,,,,,,,,,,,,
23217626,residential,,-1,,,,,,,,,,,,,,
23217631,service,,no,,,,,,,,,,,,,,
23217635,residential,,,,,,,,,,,,,,,,
23217726,residential,,,,,,,,,,,,,,,,
23217727,residential,,,,,,,,,,,,,,,,
23217728,residential,,,,,,,,,,,,,,,,
23217747,residential,,yes,,,,,,,,,,,,,,
23217749,service,,,,,,,,,,,,,,,,
23217753,pedestrian,,,,,,,,,,,,,,,,
23217756,residential,,yes,,,,,,,,,,,,,,
23217758,residential,,yes,,,,,,,,,,,,,,
23217763,residential,,,,,,,,,,,,,,,,
23217767,service,,,,,,,,,,,,,,,,
23217773,residential,,yes,,,,,,,,,,,,,,
23217821,residential,,yes,yes,1,50,,,,,,,,,,,
23217830,residential,,,,,,,,,,,,,,,,
23217831,residential,,yes,,,,,,,,,,,,,,
23217836,pedestrian,,,,,,,,,,,,,,,,
23217842,residential,,,,,,,,,,,,,,,,
23217855,residential,,,,,,,,,,,,,,,,
23217877,residential,,,,,,,,,,,,,,,,
23217881,tertiary,,yes,,,,,,,,,,,,,,
23217905,residential,,yes,,,,,,,,,,,,,,
23217909,residential,,,,,,,,,,,,,,,,
23217910,residential,,,,,,,,,,,,,,,,
23217911,residential,,yes,,,,,,,,,,,,,,
23218332,secondary_link,,yes,yes,1,50,,,,,,,,,,,
23218582,footway,,,yes,,,,,,,,,yes,,,,
23218646,residential,,no,,,,,,,,,,,,,,
24218743,primary,,yes,yes,4,,,,,,,,,,,,
24219322,primary,,yes,yes,3,,,,,,,,,,,,
24219951,primary,,yes,yes,,,,,,,,,,,,,
24220216,primary,,yes,yes,,,,,,,,,,,,,
24220277,,,,,,,,,,,,,,,,,
24220698,,,,,,,,,,,,,,,,,
24220771,residential,,,,,,,,,,,,,,,,
24220786,residential,,yes,,,,,,,,,,,,,,
24220820,residential,,yes,,,30,,,yes,,,,,,,,
24220830,residential,,yes,,,,,,,,,,,,,,
24220847,pedestrian,,,,,,,,,,,,,,,,
24220848,steps,,,,,,,,,,,,,,,,
24220882,residential,,yes,,,,,,,,,,,,,,
24220903,residential,,yes,,,,,,,,,,,,,,
24220911,residential,,,,,,,,,,,,,,,,
24220961,residential,,,,,,,,,,,,,,,,
24220966,residential,,yes,,,,,,,,,,,,,,
24220976,residential,,yes,,,,,,,,,,,,,,
24220984,residential,,yes,,,,,,,,,,,,,,
24220994,residential,,no,,,,,,,,,,,,,,
24220998,residential,,,,,,,,,,,,,,,,
24221003,residential,,,,,,,,,,,,,,,,
24221005,residential,,yes,,,,,,,,,,,,,,
24221015,residential,,-1,,,,,,,,,,,,,,
24221048,residential,,yes,,,,,,,,,,,,,,
24221054,residential,,,,,,,,,,,,,,,,
24221060,footway,,,,,,,,,,,,,,,,
24221065,footway,,,,,,,,,,,,,,,,
24221068,footway,,,,,,,,,,,,,,,,
24221069,footway,,,,,,,,,,,,,,,,
24221070,footway,,,,,,,,,,,,,,,,
24221075,footway,,,,,,,,,,,,,,,,
24221076,footway,,,,,,,,,,,,,,,,
24221078,footway,,,,,,,,,,,,,,,,
24221110,footway,,,,,,,,,,,,,,,,
24221112,footway,,,,,,,,,,,,,,,,
24221115,footway,,,,,,,,,,,,,,,,
24221120,footway,,,,,,,,,,,,,,,,
24221122,footway,,,,,,,,,,,,,,,,
24221124,footway,,,,,,,,,,,,,,,,
24221126,footway,,,,,,,,,,,,,,,,
24221164,residential,,yes,,,,,,,,,,,,,,
24234708,residential,,,,,,,,,,,,,,,,
24234722,residential,,,,,,,,,,,,,,,,
24234806,residential,,yes,,,30,,,yes,,,,,,,,
24234885,residential,,-1,,,30,,,yes,,,,,,,,
24234886,residential,,,,,,,,,,,,,,,,
24234908,residential,,,,,,,,,,,,,,,,
24234939,residential,,,,,,,,,,,,,,,,
24234963,residential,,,,,,,,,,,,,,,,
24235019,residential,,,,,,,,,,,,,,,,
24235050,residential,,,,,,,,,,,,,,,,
24235086,residential,,,,,,,,,,,,,,,,
24235118,residential,,yes,,,,,,,,,,,,,,
24235167,pedestrian,,,,,,,,,,,,,,,,
24235182,residential,,,,,,,,,,,,,,,,
24235199,residential,,,,,,,,,,,,,,,,
24235229,residential,,,,,,,,,,,,,,,,
24235240,residential,,,,,,,,,,,,,,,,
24235243,residential,,,,,,,,,,,,,,,,
24235269,residential,,,,,,,,,,,,,,,,
24235297,residential,,,,,,,,,,,,,,,,
24235358,residential,,,,,,,,,,,,,,,,
24235382,residential,,,,,,,,,,,,,,,,
24235387,residential,,,,,,,,,,,,,,,,
24235393,residential,,,,,,,,,,,,,,,,
24235397,residential,,,,,,,,,,,,,,,,
24235412,residential,,,,,,,,,,,,,,,,
24235434,residential,,,,,,,,,,,,,,,,
24235442,residential,,,,,,,,,,,,,,,,
24235463,tertiary,,yes,,,,,,,,,,,,,,
24235466,residential,,,,,,,,,,,,,,,,
24235471,residential,,,,,,,,,,,,,,,,
24235484,residential,,,,,,,,,,,,,,,,
24235520,residential,,-1,,,,,,,,,,,,,,
24235545,residential,,,,,,,,,,,,,,,,
24235550,residential,,,,,,,,,,,,,,,,
24235560,residential,,,,,,,,,,,,,,,,
24235571,footway,,,,,,,,,,,,,,,,
24235575,residential,,yes,,,,,,,,,,,,,,
24235782,residential,,,,,,,,,,,,,,,,
24235805,residential,,,,,,,,,,,,,,,,
24235931,residential,,yes,,,,,,,,,,,,,,
24236076,residential,,yes,,,,,,,,,,,,,,
24236141,residential,,,,,,,,,,,,,,,,
24236148,residential,,,,,,,,,,,,,,,,
24236170,residential,,yes,,,,,,,,,,,,,,
24236274,residential,,,,,,,,,,,,,,,,
24236289,residential,,,,,,,,,,,,,,,,
24236337,residential,,,,,,,,,,,,,,,,
24236355,residential,,,,,,,,,,,,,,,,
24236365,residential,,,,,,,,,,,,,,,,
24236370,residential,,,,,,,,,,,,,,,,
24236379,residential,,,,,,,,,,,,,,,,
24236399,residential,,,,,,,,,,,,,,,,
24236413,residential,,,,,,,,,,,,,,,,
24236614,pedestrian,,,,,,,,,,,,,,,,
24236626,residential,,,,,,,,,,,,,,,,
24236634,residential,,,,,,,,,,,,,,,,
24236740,residential,,,,,,,,,,,,,,,,
24236746,footway,,,,,,,,,,,,,,,,
24236759,footway,,,,,,,,,,,,,,,,
24236761,pedestrian,,,,,,,,,,,,,,,,
24236777,service,,,,,,,,,,,,,,,,
24236790,pedestrian,,,,,,,,,,,,,,,,
24236791,pedestrian,,,,,,,,,,,,,,,,
24236808,residential,,-1,,,,,,,,,,,,,,
24236838,service,,,,,,,,,,,,,,,,
24236841,service,,,,,,,,,,,,,,,,
24236846,residential,,,,,,,,,,,,,,,,
24236883,residential,,,,,,,,,,,,,,,,
24236884,residential,,,,,,,,,,,,,,,,
24236902,pedestrian,,,,,,,,,,,,,,,,
24236922,residential,,,,,,,,,,,,,,,,
24236929,pedestrian,,,,,,,,,,,,,,,,
24236949,residential,,yes,,,,,,,,,,,,,,
24236955,residential,,-1,,,,,,,,,,,,,,
24236964,tertiary,,,,,,,,,,,,,,,,
24236966,residential,,,,,,,,,,,,,,,,
24236969,residential,,yes,,,,,,,,,,,,,,
24237020,residential,,,,,,,,,,,,,,,,
24237036,tertiary,,-1,,,,,,,,,,,,,,
24237046,service,,yes,,,,,,,,,,,,,,
24237053,residential,,,,,,,,,,,,,,,,
24237057,residential,,-1,,,,,,,,,,,,,,
24237206,residential,,yes,,,,,,,,,,,,,,
24237207,residential,,-1,,,,,,,,,,,,,,
24237219,residential,,yes,,,,,,,,,,,,,,
24237261,residential,,,,,,,,,,,,,,,,
24237262,residential,,,,,,,,,,,,,,,,
24237265,residential,,,,,,,,,,,,,,,,
24237290,residential,,,,,,,,,,,,,,,,
24237299,pedestrian,,,,,,,,,,,,,,,,
24237307,pedestrian,,,no,,,,,,,,,,,,,
24237321,pedestrian,,,,,,,,,,,,,,,,
24237338,pedestrian,,,,,,,,,,,,,,,,
24237340,pedestrian,,,,,,,,,,,,,,,,
24237344,pedestrian,,,,,,,,,,,,,,,,
24237350,pedestrian,,,,,,,,,,,,,,,,
24237351,pedestrian,,,,,,,,,,,,,,,,
24237369,pedestrian,,,,,,,,,,,,,,,,
24237371,pedestrian,,,,,,,,,,,,,,,,
24237397,residential,,,,,,,,,,,,,,,,
24237404,footway,,,,,,,,,,,,,,,,
24237407,steps,,,,,,,,,,,,,,,,
24237432,residential,,,,,,,,,,,,,,,,
24237443,residential,,,,,,,,,,,,,,,,
24237452,residential,,,,,,,,,,,,,,,,
24237474,residential,,,,,,,,,,,,,,,,
24237548,pedestrian,,,,,,,,,,,,,,,,
24237571,residential,,,,,,,,,,,,,,,,
24237575,living_street,,,,,,,,,,,,,,,,
24237581,living_street,,,,,,,,,,,,,,,,
24258821,residential,,yes,,,,,,,,,,,,,,
24259036,residential,,yes,,,,,,,,,,,,,,
24259063,pedestrian,,,,,,,,,,,,,,,,
24259066,residential,,yes,,,,,,,,,,,,,,
24259118,pedestrian,,,,,,,,,,,,,,,,
24266842,pedestrian,,,,,,,,,,,,,,,,
24266847,residential,,,,,,,,,,,,,,,,
24266849,residential,,,,,,,,,,,,,,,,
24266853,residential,,,,,,,,,,,,,,,,
24266858,residential,,yes,,,,,,,,,,,,,,
24266864,residential,,,,,,,,,,,,,,,,
24266865,residential,,,,,,,,,,,,,,,,
24266869,residential,,,,,,,,,,,,,,,,
24266880,residential,,,,,,,,,,,,,,,,
24266889,residential,,,,,,,,,,,,,,,,
24266899,residential,,,,,,,,,,,,,,,,
24266915,residential,,,,,,,,,,,,,,,,
24266917,residential,,,,,,,,,,,,,,,,
24266932,residential,,,,,,,,,,,,,,,,
24269058,trunk,,yes,yes,2,50,,,,,,,,,,,
24269066,trunk_link,,yes,yes,,,,,,,,,,,,,
24269220,trunk_link,,yes,yes,2,50,,,,,,,,,,,
24281194,secondary_link,,yes,yes,1,50,,,,,,,,,,,
24281227,secondary_link,,yes,yes,1,50,,,,,,,,,,,
24281370,secondary_link,,yes,yes,2,50,,,,,,,,,,,
24281383,secondary_link,,yes,yes,1,50,,,,,,,,,,,
24281384,secondary_link,,yes,yes,1,50,,,,,,,,,,,
24281406,secondary_link,,yes,yes,2,50,,,,,,,,,,,
24281412,trunk,,yes,yes,2,50,,,,,,yes,,,,,
24281438,service,,,,,,,,,,,,,,,,
24281439,pedestrian,,,,,,,,,,,,,,,,
24281441,residential,,,,,,,,,,,,,,,,
24281454,residential,,,,,,,,,,,,,,,,
24281456,residential,,,,,,,,,,,,,,,,
24281460,residential,,,,,,,,,,,,,,,,
24281466,residential,,,,,,,,,,,,,,,,
24281468,residential,,,,,,,,,,,,,,,,
24281470,pedestrian,,,,,,,,,,,,,,,,
24281479,service,,,,,,,,,,,,,,,,
24281482,service,,,,,,,,,,,,,,,,
24281485,service,,,,,,,,,,,,,,,,
24281487,service,,,,,,,,,,,,,,,,
24281491,service,,,,,,,,,,,,,,,,
24281505,service,,,,,,,,,,,,,,,,
24281509,pedestrian,,,,,,,,,,,,,,,,
24281511,service,,,,,,,,,,,,,,,,
24281514,service,,,,,,,,,,,,,,,,
24281518,service,,,,,,,,,,,,,,,,
24281520,service,,,,,,,,,,,,,,,,
24281537,service,,,,,,,,,,,,,,,,
24281539,service,,,,,,,,,,,,,,,,
24281542,service,,,,,,,,,,,,,,,,
24281545,residential,,,,,,,,,,,,,,,,
24281551,service,,,,,,,,,,,,,,,,
24281554,service,,,,,,,,,,,,,,,,
24281555,service,,,,,,,,,,,,,,,,
24281557,pedestrian,,,,,,,,,,,,,,,,
24281558,pedestrian,,,,,,,,,,,,,,,,
24281559,pedestrian,,,,,,,,,,,,,,,,
24281560,residential,,,,,,,,,,,,,,,,
24281561,pedestrian,,,,,,,,,,,,,,,,
24281562,pedestrian,,,,,,,,,,,,,,,,
24281565,pedestrian,,,,,,,,,,,,,,,,
24281566,pedestrian,,,,,,,,,,,,,,,,
24281568,pedestrian,,,,,,,,,,,,,,,,
24281590,residential,,,,,,,,,,,,,,,,
24281591,pedestrian,,,,,,,,,,,,,,,,
24281595,pedestrian,,,,,,,,,,,,,,,,
24281601,residential,,,,,,,,,,,,,,,,
24281602,residential,,,,,,,,,,,,,,,,
24281606,residential,,,,,,,administrative,,,,,,,,,
24281674,tertiary,,yes,,,30,,,yes,,,,,,,,
24398290,residential,,,,,,,,,,,,,,,,
24398294,residential,,,,,,,,,,,,,,,,
24398318,residential,,,,,,,,,,,,,,,,
24398319,residential,,yes,,,,,,,,,,,,,,
24398354,residential,,,,,,,,,,,,,,,,
24398358,residential,,yes,,,,,,,,,,,,,,
24398367,residential,,yes,,,,,,,,,,,,,,
24398397,residential,,yes,,,,,,,,,,,,,,
24398461,tertiary,,yes,,,,,,,,,,,,,,
24398613,residential,,yes,,,,,,,,,,,,,,
24398614,residential,,yes,,,,,,,,,,,,,,
24398618,residential,,yes,,,,,,,,,,,,,,
24398621,residential,,no,,,,,,,,,,,,,,
